,source,target,weight
13493,Sebastian Shaw,Mutant Liberation Front,0
13494,Sebastian Shaw,Remy LeBeau,0
13495,Sebastian Shaw,Tabitha Smith,200
13496,Sebastian Shaw,Julio Richter,200
13497,Sebastian Shaw,Emmanuel Da Costa,500
13498,Sebastian Shaw,Sharon Smith,300
13499,Sebastian Shaw,Haroun ibn Sallah al-Rashid,300
13500,Sebastian Shaw,Marie-Ange Colbert,300
13501,Sebastian Shaw,Hela,0
13502,Sebastian Shaw,Gosamyr,400
13503,Sebastian Shaw,Arthur Maddicks,300
13504,Sebastian Shaw,Sally Blevins,200
13505,Sebastian Shaw,Russell Collins,200
13506,Sebastian Shaw,Eitri,0
13507,Sebastian Shaw,Hrimhari,0
13508,Sebastian Shaw,Richard Gill,0
13509,Sebastian Shaw,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),0
13510,Sebastian Shaw,Michael McCain,0
13511,Sebastian Shaw,Nathan Summers (Stryfe) (Earth-4935),0
13512,Sebastian Shaw,Tyler Dayspring (Earth-4935),0
13513,Sebastian Shaw,Vanessa Carlysle,0
13514,Sebastian Shaw,Gideon,0
13515,Sebastian Shaw,Wade Wilson,0
13516,Sebastian Shaw,Maria Callasantos,0
13517,Sebastian Shaw,X-Force,0
13518,Sebastian Shaw,Edward Pasternak,0
13519,Sebastian Shaw,Abraham Kieros,0
13520,Sebastian Shaw,Autumn Rolfson,0
13521,Sebastian Shaw,Horsemen of Apocalypse,0
13522,Sebastian Shaw,Gammenon,0
13523,Sebastian Shaw,Chosen,0
13524,Sebastian Shaw,Seera,0
13525,Sebastian Shaw,Lev,0
13526,Sebastian Shaw,Rejects,0
13527,Sebastian Shaw,Opal Tanaka,0
13528,Sebastian Shaw,Meggan Puceanu,20
13529,Sebastian Shaw,Metropolitan Police Service,20
13530,Sebastian Shaw,Nigel Frobisher,20
13531,Sebastian Shaw,Opul Lun Sat-Yr-Nin (Earth-794),0
13532,Sebastian Shaw,George Washington Bridge,0
13533,Sebastian Shaw,Garrison Kane,0
13534,Harold Leland,Donald Pierce,504
13535,Harold Leland,Alison Blaire,44
13536,Harold Leland,Candace Southern,104
13537,Harold Leland,Sage,304
13538,Harold Leland,Wade Cole,200
13539,Harold Leland,Angelo Macon,200
13540,Harold Leland,Murray Reese,200
13541,Harold Leland,Robert Kelly,300
13542,Harold Leland,New York City Police Department,200
13543,Harold Leland,Frederick Dukes,4
13544,Harold Leland,Stephanie Hunter,100
13545,Harold Leland,Katherine Pryde (Earth-811),20
13546,Harold Leland,Rachel Summers (Earth-811),320
13547,Harold Leland,Brotherhood of Evil Mutants,0
13548,Harold Leland,Raven Darkhölme,0
13549,Harold Leland,Raven Darkhölme,0
13550,Harold Leland,Irene Adler,0
13551,Harold Leland,St. John Allerdyce,0
13552,Harold Leland,Dominikos Petrakis,0
13553,Harold Leland,Henry Gyrich,0
13554,Harold Leland,Aleytys Forrester,0
13555,Harold Leland,Theresa Cassidy,0
13556,Harold Leland,Caliban,200
13557,Harold Leland,Carol Danvers,0
13558,Harold Leland,Cal'syee Neramani,0
13559,Harold Leland,Sikorsky,0
13560,Harold Leland,Rogue (Anna Marie),324
13561,Harold Leland,S'ym,100
13562,Harold Leland,Xi'an Coy Manh,20
13563,Harold Leland,Lockheed,0
13564,Harold Leland,New Mutants,100
13565,Harold Leland,Samuel Guthrie,100
13566,Harold Leland,Samuel Guthrie,100
13567,Harold Leland,Rahne Sinclair,100
13568,Harold Leland,Danielle Moonstar,100
13569,Harold Leland,Roberto Da Costa,100
13570,Harold Leland,Madelyne Pryor,4
13571,Harold Leland,Morlocks,300
13572,Harold Leland,Mark Hallett,100
13573,Harold Leland,Callisto,300
13574,Harold Leland,Plague,0
13575,Harold Leland,Masque,0
13576,Harold Leland,Keniuchio Harada,0
13577,Harold Leland,National Security Council,0
13578,Harold Leland,Valerie Cooper,0
13579,Harold Leland,Project Wideawake,0
13580,Harold Leland,Douglas Ramsey,24
13581,Harold Leland,Leech,0
13582,Harold Leland,Selene Gallio,404
13583,Harold Leland,Forge,0
13584,Harold Leland,Adversary,0
13585,Harold Leland,Amara Aquilla,20
13586,Harold Leland,Nimrod (Earth-811),200
13587,Harold Leland,Magus (Technarch),0
13588,Harold Leland,Warlock (Technarch),100
13589,Harold Leland,Hellions,0
13590,Harold Leland,James Proudstar,0
13591,Harold Leland,Manuel de la Rocha,0
13592,Harold Leland,Jennifer Stavros,0
13593,Harold Leland,Lila Cheney,0
13594,Harold Leland,Freedom Force,0
13595,Harold Leland,Rita Wayword,100
13596,Harold Leland,Nathan Summers,0
13597,Harold Leland,Nathan Summers,0
13598,Harold Leland,Nathan Summers,0
13599,Harold Leland,Nathan Summers,0
13600,Harold Leland,Nathan Summers,0
13601,Harold Leland,Nathan Summers,0
13602,Harold Leland,Nathan Summers,0
13603,Harold Leland,Nathan Summers,0
13604,Harold Leland,Nathan Summers,0
13605,Harold Leland,Nathan Summers,0
13606,Harold Leland,Nathan Summers,0
13607,Harold Leland,Nathan Summers,0
13608,Harold Leland,Nathan Summers,0
13609,Harold Leland,Nathan Summers,0
13610,Harold Leland,Nathan Summers,0
13611,Harold Leland,Nathan Summers,0
13612,Harold Leland,Brightwind,100
13613,Harold Leland,Yuriko Oyama,0
13614,Harold Leland,Marauders,0
13615,Harold Leland,Philippa Sontag,0
13616,Harold Leland,Kodiak Noatak,0
13617,Harold Leland,Alice MacAllister,0
13618,Harold Leland,John Greycrow,0
13619,Harold Leland,Vertigo (Savage Land Mutate),0
13620,Harold Leland,X-Factor,100
13621,Harold Leland,Elizabeth Braddock,24
13622,Harold Leland,Sharon Friedlander,0
13623,Harold Leland,Thomas Corsi,0
13624,Harold Leland,Victor Creed,0
13625,Harold Leland,Nathaniel Essex,0
13626,Harold Leland,Frank Bohannan,0
13627,Harold Leland,Louis Hamilton,0
13628,Harold Leland,Martin Fletcher,0
13629,Harold Leland,Gateway,0
13630,Harold Leland,Reavers,0
13631,Harold Leland,Bonebreaker,0
13632,Harold Leland,Pretty Boy,0
13633,Harold Leland,Skullbuster,0
13634,Harold Leland,Right,100
13635,Harold Leland,Patricia Tilby,0
13636,Harold Leland,Cameron Hodge,0
13637,Harold Leland,Jennifer Ransome,0
13638,Harold Leland,Cormick Grimshaw,0
13639,Harold Leland,Magistrates,0
13640,Harold Leland,David Moreau,0
13641,Harold Leland,Phillip Moreau,0
13642,Harold Leland,Wipeout,0
13643,Harold Leland,N'astirh,0
13644,Harold Leland,Tam Anderson,0
13645,Harold Leland,En Sabah Nur,0
13646,Harold Leland,Prosh,100
13647,Harold Leland,Prosh,100
13648,Harold Leland,Jubilation Lee,0
13649,Harold Leland,Eleanor Murch,0
13650,Harold Leland,Orphan-Maker (Peter),0
13651,Harold Leland,Weird Happenings Organization,0
13652,Harold Leland,Alysande Stuart,0
13653,Harold Leland,Lian Shen,0
13654,Harold Leland,Jacob Reisz,0
13655,Harold Leland,Excalibur,20
13656,Harold Leland,Alistaire Stuart,0
13657,Harold Leland,Muir Island X-Men,0
13658,Harold Leland,David Haller,0
13659,Harold Leland,Guido Carosella,0
13660,Harold Leland,Charlotte Jones,0
13661,Harold Leland,Mutant Liberation Front,0
13662,Harold Leland,Remy LeBeau,0
13663,Harold Leland,Tabitha Smith,0
13664,Harold Leland,Julio Richter,0
13665,Harold Leland,Emmanuel Da Costa,0
13666,Harold Leland,Sharon Smith,0
13667,Harold Leland,Haroun ibn Sallah al-Rashid,0
13668,Harold Leland,Marie-Ange Colbert,0
13669,Harold Leland,Hela,0
13670,Harold Leland,Gosamyr,0
13671,Harold Leland,Arthur Maddicks,0
13672,Harold Leland,Sally Blevins,0
13673,Harold Leland,Russell Collins,0
13674,Harold Leland,Eitri,0
13675,Harold Leland,Hrimhari,0
13676,Harold Leland,Richard Gill,0
13677,Harold Leland,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),0
13678,Harold Leland,Michael McCain,0
13679,Harold Leland,Nathan Summers (Stryfe) (Earth-4935),0
13680,Harold Leland,Tyler Dayspring (Earth-4935),0
13681,Harold Leland,Vanessa Carlysle,0
13682,Harold Leland,Gideon,0
13683,Harold Leland,Wade Wilson,0
13684,Harold Leland,Maria Callasantos,0
13685,Harold Leland,X-Force,0
13686,Harold Leland,Edward Pasternak,0
13687,Harold Leland,Abraham Kieros,0
13688,Harold Leland,Autumn Rolfson,0
13689,Harold Leland,Horsemen of Apocalypse,0
13690,Harold Leland,Gammenon,0
13691,Harold Leland,Chosen,0
13692,Harold Leland,Seera,0
13693,Harold Leland,Lev,0
13694,Harold Leland,Rejects,0
13695,Harold Leland,Opal Tanaka,0
13696,Harold Leland,Meggan Puceanu,20
13697,Harold Leland,Metropolitan Police Service,20
13698,Harold Leland,Nigel Frobisher,20
13699,Harold Leland,Opul Lun Sat-Yr-Nin (Earth-794),0
13700,Harold Leland,George Washington Bridge,0
13701,Harold Leland,Garrison Kane,0
13702,Donald Pierce,Alison Blaire,440
13703,Donald Pierce,Candace Southern,104
13704,Donald Pierce,Sage,200
13705,Donald Pierce,Wade Cole,900
13706,Donald Pierce,Angelo Macon,900
13707,Donald Pierce,Murray Reese,900
13708,Donald Pierce,Robert Kelly,300
13709,Donald Pierce,New York City Police Department,100
13710,Donald Pierce,Frederick Dukes,104
13711,Donald Pierce,Stephanie Hunter,0
13712,Donald Pierce,Katherine Pryde (Earth-811),0
13713,Donald Pierce,Rachel Summers (Earth-811),100
13714,Donald Pierce,Brotherhood of Evil Mutants,0
13715,Donald Pierce,Raven Darkhölme,200
13716,Donald Pierce,Raven Darkhölme,100
13717,Donald Pierce,Irene Adler,100
13718,Donald Pierce,St. John Allerdyce,100
13719,Donald Pierce,Dominikos Petrakis,100
13720,Donald Pierce,Henry Gyrich,0
13721,Donald Pierce,Aleytys Forrester,0
13722,Donald Pierce,Theresa Cassidy,0
13723,Donald Pierce,Caliban,0
13724,Donald Pierce,Carol Danvers,260
13725,Donald Pierce,Cal'syee Neramani,0
13726,Donald Pierce,Sikorsky,0
13727,Donald Pierce,Rogue (Anna Marie),380
13728,Donald Pierce,S'ym,0
13729,Donald Pierce,Xi'an Coy Manh,0
13730,Donald Pierce,Lockheed,0
13731,Donald Pierce,New Mutants,20
13732,Donald Pierce,Samuel Guthrie,20
13733,Donald Pierce,Samuel Guthrie,20
13734,Donald Pierce,Rahne Sinclair,20
13735,Donald Pierce,Danielle Moonstar,20
13736,Donald Pierce,Roberto Da Costa,20
13737,Donald Pierce,Madelyne Pryor,20
13738,Donald Pierce,Morlocks,300
13739,Donald Pierce,Mark Hallett,0
13740,Donald Pierce,Callisto,300
13741,Donald Pierce,Plague,0
13742,Donald Pierce,Masque,100
13743,Donald Pierce,Keniuchio Harada,0
13744,Donald Pierce,National Security Council,0
13745,Donald Pierce,Valerie Cooper,100
13746,Donald Pierce,Project Wideawake,0
13747,Donald Pierce,Douglas Ramsey,20
13748,Donald Pierce,Leech,0
13749,Donald Pierce,Selene Gallio,100
13750,Donald Pierce,Forge,400
13751,Donald Pierce,Adversary,0
13752,Donald Pierce,Amara Aquilla,0
13753,Donald Pierce,Nimrod (Earth-811),100
13754,Donald Pierce,Magus (Technarch),0
13755,Donald Pierce,Warlock (Technarch),0
13756,Donald Pierce,Hellions,0
13757,Donald Pierce,James Proudstar,0
13758,Donald Pierce,Manuel de la Rocha,0
13759,Donald Pierce,Jennifer Stavros,0
13760,Donald Pierce,Lila Cheney,120
13761,Donald Pierce,Freedom Force,100
13762,Donald Pierce,Rita Wayword,20
13763,Donald Pierce,Nathan Summers,0
13764,Donald Pierce,Nathan Summers,0
13765,Donald Pierce,Nathan Summers,0
13766,Donald Pierce,Nathan Summers,0
13767,Donald Pierce,Nathan Summers,0
13768,Donald Pierce,Nathan Summers,0
13769,Donald Pierce,Nathan Summers,0
13770,Donald Pierce,Nathan Summers,0
13771,Donald Pierce,Nathan Summers,0
13772,Donald Pierce,Nathan Summers,0
13773,Donald Pierce,Nathan Summers,0
13774,Donald Pierce,Nathan Summers,0
13775,Donald Pierce,Nathan Summers,0
13776,Donald Pierce,Nathan Summers,0
13777,Donald Pierce,Nathan Summers,0
13778,Donald Pierce,Nathan Summers,0
13779,Donald Pierce,Brightwind,0
13780,Donald Pierce,Yuriko Oyama,1000
13781,Donald Pierce,Marauders,0
13782,Donald Pierce,Philippa Sontag,0
13783,Donald Pierce,Kodiak Noatak,0
13784,Donald Pierce,Alice MacAllister,100
13785,Donald Pierce,John Greycrow,0
13786,Donald Pierce,Vertigo (Savage Land Mutate),0
13787,Donald Pierce,X-Factor,0
13788,Donald Pierce,Elizabeth Braddock,600
13789,Donald Pierce,Sharon Friedlander,100
13790,Donald Pierce,Thomas Corsi,100
13791,Donald Pierce,Victor Creed,20
13792,Donald Pierce,Nathaniel Essex,0
13793,Donald Pierce,Frank Bohannan,0
13794,Donald Pierce,Louis Hamilton,100
13795,Donald Pierce,Martin Fletcher,0
13796,Donald Pierce,Gateway,360
13797,Donald Pierce,Reavers,1000
13798,Donald Pierce,Bonebreaker,900
13799,Donald Pierce,Pretty Boy,700
13800,Donald Pierce,Skullbuster,500
13801,Donald Pierce,Right,0
13802,Donald Pierce,Patricia Tilby,0
13803,Donald Pierce,Cameron Hodge,0
13804,Donald Pierce,Jennifer Ransome,100
13805,Donald Pierce,Cormick Grimshaw,100
13806,Donald Pierce,Magistrates,0
13807,Donald Pierce,David Moreau,0
13808,Donald Pierce,Phillip Moreau,100
13809,Donald Pierce,Wipeout,0
13810,Donald Pierce,N'astirh,0
13811,Donald Pierce,Tam Anderson,100
13812,Donald Pierce,En Sabah Nur,0
13813,Donald Pierce,Prosh,0
13814,Donald Pierce,Prosh,0
13815,Donald Pierce,Jubilation Lee,600
13816,Donald Pierce,Eleanor Murch,200
13817,Donald Pierce,Orphan-Maker (Peter),200
13818,Donald Pierce,Weird Happenings Organization,100
13819,Donald Pierce,Alysande Stuart,100
13820,Donald Pierce,Lian Shen,200
13821,Donald Pierce,Jacob Reisz,300
13822,Donald Pierce,Excalibur,0
13823,Donald Pierce,Alistaire Stuart,0
13824,Donald Pierce,Muir Island X-Men,400
13825,Donald Pierce,David Haller,200
13826,Donald Pierce,Guido Carosella,0
13827,Donald Pierce,Charlotte Jones,0
13828,Donald Pierce,Mutant Liberation Front,0
13829,Donald Pierce,Remy LeBeau,0
13830,Donald Pierce,Tabitha Smith,0
13831,Donald Pierce,Julio Richter,0
13832,Donald Pierce,Emmanuel Da Costa,0
13833,Donald Pierce,Sharon Smith,0
13834,Donald Pierce,Haroun ibn Sallah al-Rashid,0
13835,Donald Pierce,Marie-Ange Colbert,0
13836,Donald Pierce,Hela,0
13837,Donald Pierce,Gosamyr,0
13838,Donald Pierce,Arthur Maddicks,0
13839,Donald Pierce,Sally Blevins,0
13840,Donald Pierce,Russell Collins,0
13841,Donald Pierce,Eitri,0
13842,Donald Pierce,Hrimhari,0
13843,Donald Pierce,Richard Gill,0
13844,Donald Pierce,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),0
13845,Donald Pierce,Michael McCain,0
13846,Donald Pierce,Nathan Summers (Stryfe) (Earth-4935),0
13847,Donald Pierce,Tyler Dayspring (Earth-4935),0
13848,Donald Pierce,Vanessa Carlysle,0
13849,Donald Pierce,Gideon,0
13850,Donald Pierce,Wade Wilson,0
13851,Donald Pierce,Maria Callasantos,0
13852,Donald Pierce,X-Force,0
13853,Donald Pierce,Edward Pasternak,0
13854,Donald Pierce,Abraham Kieros,0
13855,Donald Pierce,Autumn Rolfson,0
13856,Donald Pierce,Horsemen of Apocalypse,0
13857,Donald Pierce,Gammenon,0
13858,Donald Pierce,Chosen,0
13859,Donald Pierce,Seera,0
13860,Donald Pierce,Lev,0
13861,Donald Pierce,Rejects,0
13862,Donald Pierce,Opal Tanaka,0
13863,Donald Pierce,Meggan Puceanu,0
13864,Donald Pierce,Metropolitan Police Service,0
13865,Donald Pierce,Nigel Frobisher,0
13866,Donald Pierce,Opul Lun Sat-Yr-Nin (Earth-794),0
13867,Donald Pierce,George Washington Bridge,0
13868,Donald Pierce,Garrison Kane,0
13869,Alison Blaire,Candace Southern,20
13870,Alison Blaire,Sage,444
13871,Alison Blaire,Wade Cole,320
13872,Alison Blaire,Angelo Macon,320
13873,Alison Blaire,Murray Reese,320
13874,Alison Blaire,Robert Kelly,200
13875,Alison Blaire,New York City Police Department,320
13876,Alison Blaire,Frederick Dukes,400
13877,Alison Blaire,Stephanie Hunter,100
13878,Alison Blaire,Katherine Pryde (Earth-811),20
13879,Alison Blaire,Rachel Summers (Earth-811),244
13880,Alison Blaire,Brotherhood of Evil Mutants,0
13881,Alison Blaire,Raven Darkhölme,500
13882,Alison Blaire,Raven Darkhölme,500
13883,Alison Blaire,Irene Adler,400
13884,Alison Blaire,St. John Allerdyce,400
13885,Alison Blaire,Dominikos Petrakis,300
13886,Alison Blaire,Henry Gyrich,100
13887,Alison Blaire,Aleytys Forrester,200
13888,Alison Blaire,Theresa Cassidy,100
13889,Alison Blaire,Caliban,120
13890,Alison Blaire,Carol Danvers,728
13891,Alison Blaire,Cal'syee Neramani,0
13892,Alison Blaire,Sikorsky,0
13893,Alison Blaire,Rogue (Anna Marie),3896
13894,Alison Blaire,S'ym,240
13895,Alison Blaire,Xi'an Coy Manh,304
13896,Alison Blaire,Lockheed,320
13897,Alison Blaire,New Mutants,564
13898,Alison Blaire,Samuel Guthrie,644
13899,Alison Blaire,Samuel Guthrie,644
13900,Alison Blaire,Rahne Sinclair,284
13901,Alison Blaire,Danielle Moonstar,264
13902,Alison Blaire,Roberto Da Costa,564
13903,Alison Blaire,Madelyne Pryor,2424
13904,Alison Blaire,Morlocks,220
13905,Alison Blaire,Mark Hallett,4
13906,Alison Blaire,Callisto,820
13907,Alison Blaire,Plague,0
13908,Alison Blaire,Masque,100
13909,Alison Blaire,Keniuchio Harada,0
13910,Alison Blaire,National Security Council,0
13911,Alison Blaire,Valerie Cooper,200
13912,Alison Blaire,Project Wideawake,0
13913,Alison Blaire,Douglas Ramsey,52
13914,Alison Blaire,Leech,0
13915,Alison Blaire,Selene Gallio,244
13916,Alison Blaire,Forge,840
13917,Alison Blaire,Adversary,700
13918,Alison Blaire,Amara Aquilla,368
13919,Alison Blaire,Nimrod (Earth-811),220
13920,Alison Blaire,Magus (Technarch),100
13921,Alison Blaire,Warlock (Technarch),260
13922,Alison Blaire,Hellions,0
13923,Alison Blaire,James Proudstar,0
13924,Alison Blaire,Manuel de la Rocha,0
13925,Alison Blaire,Jennifer Stavros,0
13926,Alison Blaire,Lila Cheney,420
13927,Alison Blaire,Freedom Force,500
13928,Alison Blaire,Rita Wayword,344
13929,Alison Blaire,Nathan Summers,720
13930,Alison Blaire,Nathan Summers,720
13931,Alison Blaire,Nathan Summers,720
13932,Alison Blaire,Nathan Summers,720
13933,Alison Blaire,Nathan Summers,720
13934,Alison Blaire,Nathan Summers,720
13935,Alison Blaire,Nathan Summers,720
13936,Alison Blaire,Nathan Summers,720
13937,Alison Blaire,Nathan Summers,720
13938,Alison Blaire,Nathan Summers,720
13939,Alison Blaire,Nathan Summers,720
13940,Alison Blaire,Nathan Summers,720
13941,Alison Blaire,Nathan Summers,720
13942,Alison Blaire,Nathan Summers,720
13943,Alison Blaire,Nathan Summers,720
13944,Alison Blaire,Nathan Summers,720
13945,Alison Blaire,Brightwind,20
13946,Alison Blaire,Yuriko Oyama,420
13947,Alison Blaire,Marauders,1200
13948,Alison Blaire,Philippa Sontag,620
13949,Alison Blaire,Kodiak Noatak,620
13950,Alison Blaire,Alice MacAllister,1200
13951,Alison Blaire,John Greycrow,920
13952,Alison Blaire,Vertigo (Savage Land Mutate),520
13953,Alison Blaire,X-Factor,720
13954,Alison Blaire,Elizabeth Braddock,4128
13955,Alison Blaire,Sharon Friedlander,100
13956,Alison Blaire,Thomas Corsi,0
13957,Alison Blaire,Victor Creed,720
13958,Alison Blaire,Nathaniel Essex,720
13959,Alison Blaire,Frank Bohannan,800
13960,Alison Blaire,Louis Hamilton,600
13961,Alison Blaire,Martin Fletcher,600
13962,Alison Blaire,Gateway,1364
13963,Alison Blaire,Reavers,520
13964,Alison Blaire,Bonebreaker,520
13965,Alison Blaire,Pretty Boy,320
13966,Alison Blaire,Skullbuster,320
13967,Alison Blaire,Right,220
13968,Alison Blaire,Patricia Tilby,300
13969,Alison Blaire,Cameron Hodge,100
13970,Alison Blaire,Jennifer Ransome,600
13971,Alison Blaire,Cormick Grimshaw,300
13972,Alison Blaire,Magistrates,404
13973,Alison Blaire,David Moreau,400
13974,Alison Blaire,Phillip Moreau,500
13975,Alison Blaire,Wipeout,200
13976,Alison Blaire,N'astirh,500
13977,Alison Blaire,Tam Anderson,400
13978,Alison Blaire,En Sabah Nur,20
13979,Alison Blaire,Prosh,120
13980,Alison Blaire,Prosh,120
13981,Alison Blaire,Jubilation Lee,420
13982,Alison Blaire,Eleanor Murch,200
13983,Alison Blaire,Orphan-Maker (Peter),200
13984,Alison Blaire,Weird Happenings Organization,0
13985,Alison Blaire,Alysande Stuart,0
13986,Alison Blaire,Lian Shen,0
13987,Alison Blaire,Jacob Reisz,0
13988,Alison Blaire,Excalibur,20
13989,Alison Blaire,Alistaire Stuart,0
13990,Alison Blaire,Muir Island X-Men,200
13991,Alison Blaire,David Haller,100
13992,Alison Blaire,Guido Carosella,300
13993,Alison Blaire,Charlotte Jones,0
13994,Alison Blaire,Mutant Liberation Front,0
13995,Alison Blaire,Remy LeBeau,0
13996,Alison Blaire,Tabitha Smith,0
13997,Alison Blaire,Julio Richter,0
13998,Alison Blaire,Emmanuel Da Costa,0
13999,Alison Blaire,Sharon Smith,0
14000,Alison Blaire,Haroun ibn Sallah al-Rashid,0
14001,Alison Blaire,Marie-Ange Colbert,0
14002,Alison Blaire,Hela,0
14003,Alison Blaire,Gosamyr,0
14004,Alison Blaire,Arthur Maddicks,0
14005,Alison Blaire,Sally Blevins,0
14006,Alison Blaire,Russell Collins,0
14007,Alison Blaire,Eitri,0
14008,Alison Blaire,Hrimhari,0
14009,Alison Blaire,Richard Gill,0
14010,Alison Blaire,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),0
14011,Alison Blaire,Michael McCain,0
14012,Alison Blaire,Nathan Summers (Stryfe) (Earth-4935),0
14013,Alison Blaire,Tyler Dayspring (Earth-4935),0
14014,Alison Blaire,Vanessa Carlysle,0
14015,Alison Blaire,Gideon,0
14016,Alison Blaire,Wade Wilson,0
14017,Alison Blaire,Maria Callasantos,0
14018,Alison Blaire,X-Force,0
14019,Alison Blaire,Edward Pasternak,0
14020,Alison Blaire,Abraham Kieros,0
14021,Alison Blaire,Autumn Rolfson,0
14022,Alison Blaire,Horsemen of Apocalypse,0
14023,Alison Blaire,Gammenon,0
14024,Alison Blaire,Chosen,0
14025,Alison Blaire,Seera,0
14026,Alison Blaire,Lev,0
14027,Alison Blaire,Rejects,0
14028,Alison Blaire,Opal Tanaka,0
14029,Alison Blaire,Meggan Puceanu,20
14030,Alison Blaire,Metropolitan Police Service,20
14031,Alison Blaire,Nigel Frobisher,20
14032,Alison Blaire,Opul Lun Sat-Yr-Nin (Earth-794),0
14033,Alison Blaire,George Washington Bridge,0
14034,Alison Blaire,Garrison Kane,0
14035,Candace Southern,Sage,200
14036,Candace Southern,Wade Cole,0
14037,Candace Southern,Angelo Macon,0
14038,Candace Southern,Murray Reese,0
14039,Candace Southern,Robert Kelly,0
14040,Candace Southern,New York City Police Department,0
14041,Candace Southern,Frederick Dukes,104
14042,Candace Southern,Stephanie Hunter,100
14043,Candace Southern,Katherine Pryde (Earth-811),0
14044,Candace Southern,Rachel Summers (Earth-811),0
14045,Candace Southern,Brotherhood of Evil Mutants,100
14046,Candace Southern,Raven Darkhölme,100
14047,Candace Southern,Raven Darkhölme,100
14048,Candace Southern,Irene Adler,100
14049,Candace Southern,St. John Allerdyce,100
14050,Candace Southern,Dominikos Petrakis,100
14051,Candace Southern,Henry Gyrich,0
14052,Candace Southern,Aleytys Forrester,100
14053,Candace Southern,Theresa Cassidy,0
14054,Candace Southern,Caliban,220
14055,Candace Southern,Carol Danvers,0
14056,Candace Southern,Cal'syee Neramani,0
14057,Candace Southern,Sikorsky,0
14058,Candace Southern,Rogue (Anna Marie),0
14059,Candace Southern,S'ym,0
14060,Candace Southern,Xi'an Coy Manh,0
14061,Candace Southern,Lockheed,100
14062,Candace Southern,New Mutants,0
14063,Candace Southern,Samuel Guthrie,0
14064,Candace Southern,Samuel Guthrie,0
14065,Candace Southern,Rahne Sinclair,0
14066,Candace Southern,Danielle Moonstar,0
14067,Candace Southern,Roberto Da Costa,0
14068,Candace Southern,Madelyne Pryor,124
14069,Candace Southern,Morlocks,200
14070,Candace Southern,Mark Hallett,100
14071,Candace Southern,Callisto,100
14072,Candace Southern,Plague,220
14073,Candace Southern,Masque,100
14074,Candace Southern,Keniuchio Harada,0
14075,Candace Southern,National Security Council,0
14076,Candace Southern,Valerie Cooper,0
14077,Candace Southern,Project Wideawake,0
14078,Candace Southern,Douglas Ramsey,0
14079,Candace Southern,Leech,120
14080,Candace Southern,Selene Gallio,0
14081,Candace Southern,Forge,20
14082,Candace Southern,Adversary,0
14083,Candace Southern,Amara Aquilla,0
14084,Candace Southern,Nimrod (Earth-811),0
14085,Candace Southern,Magus (Technarch),0
14086,Candace Southern,Warlock (Technarch),0
14087,Candace Southern,Hellions,0
14088,Candace Southern,James Proudstar,0
14089,Candace Southern,Manuel de la Rocha,0
14090,Candace Southern,Jennifer Stavros,0
14091,Candace Southern,Lila Cheney,0
14092,Candace Southern,Freedom Force,100
14093,Candace Southern,Rita Wayword,0
14094,Candace Southern,Nathan Summers,104
14095,Candace Southern,Nathan Summers,104
14096,Candace Southern,Nathan Summers,104
14097,Candace Southern,Nathan Summers,104
14098,Candace Southern,Nathan Summers,104
14099,Candace Southern,Nathan Summers,104
14100,Candace Southern,Nathan Summers,104
14101,Candace Southern,Nathan Summers,104
14102,Candace Southern,Nathan Summers,104
14103,Candace Southern,Nathan Summers,104
14104,Candace Southern,Nathan Summers,104
14105,Candace Southern,Nathan Summers,104
14106,Candace Southern,Nathan Summers,104
14107,Candace Southern,Nathan Summers,104
14108,Candace Southern,Nathan Summers,104
14109,Candace Southern,Nathan Summers,104
14110,Candace Southern,Brightwind,0
14111,Candace Southern,Yuriko Oyama,0
14112,Candace Southern,Marauders,100
14113,Candace Southern,Philippa Sontag,100
14114,Candace Southern,Kodiak Noatak,100
14115,Candace Southern,Alice MacAllister,0
14116,Candace Southern,John Greycrow,100
14117,Candace Southern,Vertigo (Savage Land Mutate),100
14118,Candace Southern,X-Factor,560
14119,Candace Southern,Elizabeth Braddock,0
14120,Candace Southern,Sharon Friedlander,0
14121,Candace Southern,Thomas Corsi,0
14122,Candace Southern,Victor Creed,100
14123,Candace Southern,Nathaniel Essex,0
14124,Candace Southern,Frank Bohannan,0
14125,Candace Southern,Louis Hamilton,0
14126,Candace Southern,Martin Fletcher,0
14127,Candace Southern,Gateway,0
14128,Candace Southern,Reavers,0
14129,Candace Southern,Bonebreaker,0
14130,Candace Southern,Pretty Boy,0
14131,Candace Southern,Skullbuster,0
14132,Candace Southern,Right,140
14133,Candace Southern,Patricia Tilby,140
14134,Candace Southern,Cameron Hodge,524
14135,Candace Southern,Jennifer Ransome,0
14136,Candace Southern,Cormick Grimshaw,0
14137,Candace Southern,Magistrates,0
14138,Candace Southern,David Moreau,0
14139,Candace Southern,Phillip Moreau,0
14140,Candace Southern,Wipeout,0
14141,Candace Southern,N'astirh,120
14142,Candace Southern,Tam Anderson,0
14143,Candace Southern,En Sabah Nur,240
14144,Candace Southern,Prosh,240
14145,Candace Southern,Prosh,240
14146,Candace Southern,Jubilation Lee,0
